title,artist,album,isrc,platform,trackId,duration,addedDate,addedBy,url
"I Keep Forgettin' (Every Time You're Near)","Michael McDonald","If That's What It Takes",USWB19903128,spotify,5GvWrvLIqoHroq7YvO260M,222s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5GvWrvLIqoHroq7YvO260M
"Playin' by the Rules","Michael McDonald","If That's What It Takes",USWB19903127,spotify,2VPbB0qUgybHw74XxSbq6D,300s,"2021-10-13 22:44",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2VPbB0qUgybHw74XxSbq6D
"Lotta Love","Nicolette Larson",Nicolette,USWB10100567,spotify,2bS2tETCzUmjALnXEvhOGo,192s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2bS2tETCzUmjALnXEvhOGo
Magic,"Olivia Newton-John","20th Century Masters: The Millennium Collection: Best Of Olivia Newton-John",USMC18010313,spotify,1H5A1GNZUv4eUf1t9RFdid,269s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1H5A1GNZUv4eUf1t9RFdid
"Dance with Me",Orleans,"Dance With Me: The Best Of Orleans",USEE10250642,spotify,2GORop0i2cyx8C0A3JzL44,180s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2GORop0i2cyx8C0A3JzL44
"Still the One",Orleans,"Waking & Dreaming",USEE10250656,spotify,2dtK02TSAuTvVYU2wGAVG0,234s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2dtK02TSAuTvVYU2wGAVG0
"You're Out To Lose","Pablo Cruise","Worlds Away",USUM70824444,spotify,1VyVqmnoDsjY2eOTB3hJYZ,208s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1VyVqmnoDsjY2eOTB3hJYZ
"Love Will Find A Way","Pablo Cruise","Worlds Away",USAM10110111,spotify,2LqzuRukwnpeWYLXBtiwmq,251s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2LqzuRukwnpeWYLXBtiwmq
"Whatcha Gonna Do?","Pablo Cruise","A Place In The Sun",USAM10000209,spotify,6SMR0XI8a1D6gEpMTIju2y,257s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6SMR0XI8a1D6gEpMTIju2y
"Who's Right, Who's Wrong",Pages,"Future Street",USSM10207926,spotify,5IXfPffHYMM9a7nrHWjh8l,259s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5IXfPffHYMM9a7nrHWjh8l
"I Go Crazy","Paul Davis","Singer of Songs, Teller of Tales",USSM17701034,spotify,08kvJTpcthAvvvW0BAcGHN,234s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/08kvJTpcthAvvvW0BAcGHN
"Cool Night","Paul Davis","Cool Night",USAR18100010,spotify,29KyVqHekckVGfxHn8QS7m,219s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/29KyVqHekckVGfxHn8QS7m
"Baby Come Back",Player,"Late Night Tales: Music For Pleasure",NLF050190048,spotify,2eRYuzlSOBk3HlMsCSOLPJ,214s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2eRYuzlSOBk3HlMsCSOLPJ
"Heart Of The Night",Poco,Legend,USMC17908377,spotify,6fNID7koTl1dZBCs6FmK4E,295s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6fNID7koTl1dZBCs6FmK4E
Amie,"Pure Prairie League","Bustin' Out",USRC18805836,spotify,34FWzxRaGdAZyGQz0krlHF,259s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/34FWzxRaGdAZyGQz0krlHF
"Keep on Loving You","REO Speedwagon","Hi Infidelity (30th Anniversary Edition)",USSM11102617,spotify,4rcHWl68ai6KvpXlc8vbnE,200s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4rcHWl68ai6KvpXlc8vbnE
"Steal Away - Remastered","Robbie Dupree","Robbie Dupree",USEE10184775,spotify,7v5rsCN3LhX9XaIlWyTdx3,214s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7v5rsCN3LhX9XaIlWyTdx3
"Can We Still Be Friends?","Robert Palmer",Secrets,USIR27900022,spotify,1Rgvh8FujfYrghalBtAQ9n,219s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1Rgvh8FujfYrghalBtAQ9n
"Every Kinda People","Robert Palmer","Double Fun",USIR27800052,spotify,38E7U60ipLSTVDcPIuVzZw,198s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/38E7U60ipLSTVDcPIuVzZw
"Escape (The Pina Colada Song)","Rupert Holmes","Partners In Crime",USMC17948997,spotify,5IMtdHjJ1OtkxbGe4zfUxQ,276s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5IMtdHjJ1OtkxbGe4zfUxQ
"Answering Machine","Rupert Holmes","Partners In Crime",USMC10000423,spotify,5Qo14bQqTK9iGbf2g6JUjL,215s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5Qo14bQqTK9iGbf2g6JUjL
Him,"Rupert Holmes","Partners In Crime",USMC10000422,spotify,5rMthFHPxRDi4Uxg06iK6H,246s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5rMthFHPxRDi4Uxg06iK6H
"Oriental Gate (No Chance of Changin' My Mind)","Sanford Townsend Band","Smoke From A Distant Fire",USWB10001452,spotify,0pyKEBWfZT599VYdKmRqF4,201s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0pyKEBWfZT599VYdKmRqF4
"Summer Breeze","Seals and Crofts","Seals & Crofts' Greatest Hits",USWB19901645,spotify,01UYpHuzHi4eB9PAbDoPY2,205s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/01UYpHuzHi4eB9PAbDoPY2
"Diamond Girl","Seals and Crofts","Diamond Girl",USWB19901638,spotify,7CQQBWqFfROA5RWyY04ifv,253s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7CQQBWqFfROA5RWyY04ifv
"Moonlight Feels Right",Starbuck,"Moonlight Feels Right",USS8D7620019,spotify,7sfMjwBcAatrNH46rn1YsK,221s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7sfMjwBcAatrNH46rn1YsK
"Afternoon Delight","Starland Vocal Band","Starland Vocal Band",USRZR0491708,spotify,3uLk0uQ4zMS26h89Of8XOD,193s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3uLk0uQ4zMS26h89Of8XOD
"King Of The World","Steely Dan","Countdown To Ecstasy",USMC17347195,spotify,0ZxWG91nxZcCsEUd6ykc6i,300s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0ZxWG91nxZcCsEUd6ykc6i
"Everything You Did","Steely Dan","The Royal Scam",USMC17547225,spotify,0awgWi0pDZ2qzxQL75DJtz,236s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0awgWi0pDZ2qzxQL75DJtz
"Dirty Work","Steely Dan","Can't Buy A Thrill",USMC17347180,spotify,0s1aSsYlLIEiy16LjFWbdp,187s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0s1aSsYlLIEiy16LjFWbdp
"Babylon Sisters","Steely Dan",Gaucho,USMC17847236,spotify,1YNhmLrfv9fOyv7ClZ0Gre,348s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1YNhmLrfv9fOyv7ClZ0Gre
"Hey Nineteen","Steely Dan",Gaucho,USMC17947237,spotify,1tjK9HhmpEfk0ijyIKsoUk,307s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1tjK9HhmpEfk0ijyIKsoUk
"Do It Again","Steely Dan","Can't Buy A Thrill",USMC17347179,spotify,2BstRQGodshjGpeDGQiNgo,357s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2BstRQGodshjGpeDGQiNgo
"Kid Charlemagne","Steely Dan","The Royal Scam",USMC17547218,spotify,3sqNXrDvCy4nid6XbaA2Cg,279s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3sqNXrDvCy4nid6XbaA2Cg
Peg,"Steely Dan",Aja,USMC17647230,spotify,5DQAHkO9U4IZIombHefcqK,240s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5DQAHkO9U4IZIombHefcqK
"Any Major Dude Will Tell You","Steely Dan","Pretzel Logic",USMC17447198,spotify,7BVIm4yj3PQ6MwTPwcjka6,187s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7BVIm4yj3PQ6MwTPwcjka6
"Deacon Blues","Steely Dan",Aja,USMC17647231,spotify,7Hx2EA4wGaxtsiZCVVLV1i,457s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/7Hx2EA4wGaxtsiZCVVLV1i
FM,"Steely Dan","A Decade Of Steely Dan",USMC17847235,spotify,0zw5bUUdOxVLBGMsb0SuBh,290s,"2021-10-06 21:22",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0zw5bUUdOxVLBGMsb0SuBh
Josie,"Steely Dan",Aja,USMC17647234,spotify,2P6eZ3eCyWVhEhGNqMFBLv,271s,"2021-10-13 22:44",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2P6eZ3eCyWVhEhGNqMFBLv
"Time Out Of Mind","Steely Dan",Gaucho,USMC17847240,spotify,2SkcfuzAoyrBWkdbxn7Lu1,252s,"2021-10-13 22:44",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2SkcfuzAoyrBWkdbxn7Lu1
"Any World (That I'm Welcome To)","Steely Dan","Katy Lied",USMC17447216,spotify,5tVTS01ZAk7pGk5Mx3b52v,234s,"2021-10-13 22:44",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5tVTS01ZAk7pGk5Mx3b52v
"Only A Fool Would Say That","Steely Dan","Can't Buy A Thrill",USMC17347183,spotify,6eT2fNwiVD04D3R4uP5qOv,176s,"2021-10-13 22:44",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6eT2fNwiVD04D3R4uP5qOv
"Haitian Divorce","Steely Dan","The Royal Scam",USMC17547224,spotify,4r4VpAcwrKtvX4klQ9EHUs,351s,"2021-10-22 00:27",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4r4VpAcwrKtvX4klQ9EHUs
"Black Cow","Steely Dan",Aja,USMC17647228,spotify,66e2KstOkIo6V9PyDXWo3w,310s,"2021-11-09 02:15",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/66e2KstOkIo6V9PyDXWo3w
"Green Earrings","Steely Dan","The Royal Scam",USMC17547223,spotify,34C3UVHdq8Uay5EzUHvJqH,245s,"2022-08-26 21:54",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/34C3UVHdq8Uay5EzUHvJqH
"Chain Lightning","Steely Dan","Katy Lied",USMC17447214,spotify,1UtGIkXG8Y9s3JtSg3CIQp,180s,"2022-09-10 16:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1UtGIkXG8Y9s3JtSg3CIQp
"On And On","Stephen Bishop",Careless,USMC17647807,spotify,0Vth3l4XAo8hNYmxjzhr2y,182s,"2022-06-29 23:44",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0Vth3l4XAo8hNYmxjzhr2y
"Sail On, Sailor - Remastered 2000","The Beach Boys","Holland (Remastered 2000)",USGJP1300333,spotify,3U4hSjTlK6WU0wORlAne9H,202s,"2021-12-21 22:59",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3U4hSjTlK6WU0wORlAne9H
"Dependin' On You","The Doobie Brothers","Smooth 70s Moods",USWB19903692,spotify,0lG7zu55t89vlkXx8VtJEN,223s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0lG7zu55t89vlkXx8VtJEN
"What a Fool Believes","The Doobie Brothers","Minute by Minute",USWB10902441,spotify,2yBVeksU2EtrPJbTu4ZslK,224s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2yBVeksU2EtrPJbTu4ZslK
"It Keeps You Runnin'","The Doobie Brothers","Takin' It to the Streets",USWB19900757,spotify,5wFdcY9O6cEn1PL6V3AEmu,257s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/5wFdcY9O6cEn1PL6V3AEmu
"You Belong to Me - 2009 Remaster","The Doobie Brothers","The Ultimate Collection",USWB10502663,spotify,6AH8ocfCiLWFhrVlyil61i,188s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6AH8ocfCiLWFhrVlyil61i
"Just in Time","The Doobie Brothers","One Step Closer",USWB10002829,spotify,71WwJBA23TJz3EGd1rvoIK,166s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/71WwJBA23TJz3EGd1rvoIK
"Echoes of Love","The Doobie Brothers","Livin' on the Fault Line",USWB10101144,spotify,2uuoyQcrxDGU2lLo19lMtP,178s,"2021-10-13 22:44",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2uuoyQcrxDGU2lLo19lMtP
"You Never Change","The Doobie Brothers","Minute by Minute",USWB10902448,spotify,4b3rEBPsk3d74ry2B7sBb9,209s,"2021-10-13 22:44",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/4b3rEBPsk3d74ry2B7sBb9
"How Do the Fools Survive?","The Doobie Brothers","Minute by Minute",USWB10902449,spotify,6JBxK6phuJU08nkbcQ8hHf,317s,"2021-10-13 22:44",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/6JBxK6phuJU08nkbcQ8hHf
"Carry Me Away","The Doobie Brothers","Takin' It to the Streets",USWB10105085,spotify,2vIXT8A4FNqCkht2LlYnu6,247s,"2022-08-26 21:54",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2vIXT8A4FNqCkht2LlYnu6
"What a Fool Believes","The Doobie Brothers","Best of The Doobies, Volume II",USWB19903690,spotify,0ZjTS5zoXFR2w9QMRweDhs,220s,"2022-11-15 22:20",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0ZjTS5zoXFR2w9QMRweDhs
"Listen To The Music - Live","The Doobie Brothers","Live At Wolf Trap (Live At Wolf Trap National Park For The Performing Arts, Vienna, Virginia/2004)",GBAJE0401238,spotify,3EyoWBWUE2cZOiKRntnkmo,340s,"2022-11-15 22:20",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3EyoWBWUE2cZOiKRntnkmo
"Takin' It to the Streets","The Doobie Brothers, James Taylor","Takin' It to the Streets",USWB10105079,spotify,1WDgdCoNSN0fosaTaLGXKU,232s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1WDgdCoNSN0fosaTaLGXKU
"Wkrp In Cincinnati (Karaoke Demonstration With Lead Vocal) (In The Style Of Various)","The Karaoke Channel","The Karaoke Channel - TV Show Theme Songs",USK4W0708914,spotify,0fwtd0T9UvJ9uvQUqxHC3R,44s,"2022-09-10 16:43",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/0fwtd0T9UvJ9uvQUqxHC3R
"Jackie Blue","The Ozark Mountain Daredevils","It'll Shine When It Shines",USUMG0000082,spotify,1R9EHsvzpXwOvlGkgDmE55,250s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1R9EHsvzpXwOvlGkgDmE55
"Hello It's Me","Todd Rundgren","Something / Anything?",USRH10553197,spotify,3gHFKiDanj4d2rqgHlRFFc,264s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/3gHFKiDanj4d2rqgHlRFFc
"I'll Be Over You",TOTO,Fahrenheit,USSM18600734,spotify,1WeoeHh0TSzsApyJ6Q8OOK,230s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1WeoeHh0TSzsApyJ6Q8OOK
Africa,TOTO,"Toto IV",USSM19801941,spotify,2374M0fQpWi3dLnB54qaLX,296s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
99,TOTO,Hydra,USSM19801919,spotify,2R3E4xKmy7lyieBKONkIMT,316s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2R3E4xKmy7lyieBKONkIMT
Rosanna,TOTO,"Toto IV",USSM18200245,spotify,37BTh5g05cxBIRYMbw8g2T,331s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/37BTh5g05cxBIRYMbw8g2T
"It's a Feeling",TOTO,"Toto IV",USSM19801936,spotify,2mLgGFWNJQAYHRgNLg7C23,185s,"2021-12-06 23:41",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2mLgGFWNJQAYHRgNLg7C23
"Georgy Porgy (feat. Cheryl Lynn) - Disco Version","TOTO, Cheryl Lynn","The Best Of Cheryl Lynn: Got To Be Real",USSM17800075,spotify,2zgVJFC1zMX552Ein72J81,306s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/2zgVJFC1zMX552Ein72J81
"Magnet and Steel","Walter Egan","Not Shy",USSM17800671,spotify,1Fk6KB9H0oZ2rYKFRDrhQm,205s,"2021-04-15 03:33",sj1bdpnkh9q3knr3ss718da1d,https://open.spotify.com/track/1Fk6KB9H0oZ2rYKFRDrhQm
